Chr1	0	500000	8184
Chr1	500000	1000000	10911
Chr1	1000000	1500000	11876
Chr1	1500000	2000000	12879
Chr1	2000000	2500000	12932
Chr1	2500000	3000000	9942
Chr1	3000000	3500000	8979
Chr1	3500000	4000000	9849
Chr1	4000000	4500000	9806
Chr1	4500000	5000000	9988
Chr1	5000000	5500000	10538
Chr1	5500000	6000000	11071
Chr1	6000000	6500000	9544
Chr1	6500000	7000000	9400
Chr1	7000000	7500000	10627
Chr1	7500000	8000000	10248
Chr1	8000000	8500000	10705
Chr1	8500000	9000000	10281
Chr1	9000000	9500000	10313
Chr1	9500000	10000000	10133
Chr1	10000000	10500000	10299
Chr1	10500000	11000000	10190
Chr1	11000000	11500000	10799
Chr1	11500000	12000000	10665
Chr1	12000000	12500000	9135
Chr1	12500000	13000000	9715
Chr1	13000000	13500000	10821
Chr1	13500000	14000000	10800
Chr1	14000000	14500000	10053
Chr1	14500000	15000000	10590
Chr1	15000000	15500000	10971
Chr1	15500000	16000000	10906
Chr1	16000000	16500000	11624
Chr1	16500000	17000000	9862
Chr1	17000000	17500000	6542
Chr1	17500000	18000000	8168
Chr1	18000000	18500000	8089
Chr1	18500000	19000000	8004
Chr1	19000000	19500000	8258
Chr1	19500000	20000000	8466
Chr1	20000000	20500000	8785
Chr1	20500000	21000000	9078
Chr1	21000000	21500000	8871
Chr1	21500000	22000000	7942
Chr1	22000000	22500000	7134
Chr1	22500000	23000000	7505
Chr1	23000000	23500000	8063
Chr1	23500000	24000000	8216
Chr1	24000000	24500000	7722
Chr1	24500000	25000000	7778
Chr1	25000000	25500000	8368
Chr1	25500000	26000000	8403
Chr1	26000000	26500000	7917
Chr1	26500000	27000000	6546
Chr1	27000000	27500000	8216
Chr1	27500000	28000000	6809
Chr1	28000000	28500000	8152
Chr1	28500000	29000000	8389
Chr1	29000000	29500000	7706
Chr1	29500000	30000000	6925
Chr1	30000000	30500000	8351
Chr1	30500000	31000000	8810
Chr1	31000000	31500000	6897
Chr1	31500000	32000000	8134
Chr1	32000000	32500000	6710
Chr1	32500000	33000000	6626
Chr1	33000000	33500000	5004
Chr1	33500000	34000000	4809
Chr1	34000000	34500000	4285
Chr1	34500000	35000000	4342
Chr1	35000000	35500000	5025
Chr1	35500000	36000000	4690
Chr1	36000000	36500000	5055
Chr1	36500000	37000000	4981
Chr1	37000000	37500000	4664
Chr1	37500000	38000000	4655
Chr1	38000000	38500000	5165
Chr1	38500000	39000000	4887
Chr1	39000000	39500000	5021
Chr1	39500000	40000000	5377
Chr1	40000000	40500000	4558
Chr1	40500000	41000000	4635
Chr1	41000000	41500000	4743
Chr1	41500000	42000000	4630
Chr1	42000000	42500000	5026
Chr1	42500000	43000000	4933
Chr1	43000000	43500000	4750
Chr1	43500000	44000000	4120
Chr1	44000000	44500000	4566
Chr1	44500000	45000000	4817
Chr1	45000000	45500000	4550
Chr1	45500000	46000000	4665
Chr1	46000000	46500000	4736
Chr1	46500000	47000000	3007
Chr1	47000000	47500000	2645
Chr1	47500000	48000000	2254
Chr1	48000000	48500000	2754
Chr1	48500000	49000000	2603
Chr1	49000000	49500000	2727
Chr1	49500000	50000000	2452
Chr1	50000000	50500000	2389
Chr1	50500000	51000000	2664
Chr1	51000000	51500000	2573
Chr1	51500000	52000000	2266
Chr1	52000000	52500000	2453
Chr1	52500000	53000000	2521
Chr1	53000000	53500000	2360
Chr1	53500000	54000000	2240
Chr1	54000000	54500000	2435
Chr1	54500000	55000000	2243
Chr1	55000000	55500000	2466
Chr1	55500000	56000000	2407
Chr1	56000000	56500000	2200
Chr1	56500000	57000000	2295
Chr1	57000000	57500000	2531
Chr1	57500000	58000000	2283
Chr1	58000000	58500000	2569
Chr1	58500000	59000000	2360
Chr1	59000000	59500000	2199
Chr1	59500000	60000000	2330
Chr1	60000000	60500000	2131
Chr1	60500000	61000000	2184
Chr1	61000000	61500000	2174
Chr1	61500000	62000000	2618
Chr1	62000000	62500000	2668
Chr1	62500000	63000000	2190
Chr1	63000000	63500000	2143
Chr1	63500000	64000000	2177
Chr1	64000000	64500000	2322
Chr1	64500000	65000000	2247
Chr1	65000000	65500000	2447
Chr1	65500000	66000000	2351
Chr1	66000000	66500000	1965
Chr1	66500000	67000000	2377
Chr1	67000000	67500000	2080
Chr1	67500000	68000000	2284
Chr1	68000000	68500000	2401
Chr1	68500000	69000000	2305
Chr1	69000000	69500000	2119
Chr1	69500000	70000000	2142
Chr1	70000000	70500000	1955
Chr1	70500000	71000000	2097
Chr1	71000000	71500000	2159
Chr1	71500000	72000000	2023
Chr1	72000000	72500000	2273
Chr1	72500000	73000000	2299
Chr1	73000000	73500000	2047
Chr1	73500000	74000000	2119
Chr1	74000000	74500000	2363
Chr1	74500000	75000000	2236
Chr1	75000000	75500000	2246
Chr1	75500000	76000000	2187
Chr1	76000000	76500000	2302
Chr1	76500000	77000000	2248
Chr1	77000000	77500000	2487
Chr1	77500000	78000000	2216
Chr1	78000000	78500000	2143
Chr1	78500000	79000000	2375
Chr1	79000000	79500000	2251
Chr1	79500000	80000000	2265
Chr1	80000000	80500000	2064
Chr1	80500000	81000000	2047
Chr1	81000000	81500000	2325
Chr1	81500000	82000000	2343
Chr1	82000000	82500000	2150
Chr1	82500000	83000000	2256
Chr1	83000000	83500000	2263
Chr1	83500000	84000000	2274
Chr1	84000000	84500000	2255
Chr1	84500000	85000000	2425
Chr1	85000000	85500000	2170
Chr1	85500000	86000000	2173
Chr1	86000000	86500000	2235
Chr1	86500000	87000000	2063
Chr1	87000000	87500000	2282
Chr1	87500000	88000000	2348
Chr1	88000000	88500000	2388
Chr1	88500000	89000000	2368
Chr1	89000000	89500000	2176
Chr1	89500000	90000000	2307
Chr1	90000000	90500000	1866
Chr1	90500000	91000000	2199
Chr1	91000000	91500000	2436
Chr1	91500000	92000000	2355
Chr1	92000000	92500000	2411
Chr1	92500000	93000000	2271
Chr1	93000000	93500000	2155
Chr1	93500000	94000000	2289
Chr1	94000000	94500000	2445
Chr1	94500000	95000000	2339
Chr1	95000000	95500000	2308
Chr1	95500000	96000000	2319
Chr1	96000000	96500000	2098
Chr1	96500000	97000000	2147
Chr1	97000000	97500000	2263
Chr1	97500000	98000000	2214
Chr1	98000000	98500000	2309
Chr1	98500000	99000000	2253
Chr1	99000000	99500000	2166
Chr1	99500000	100000000	1753
Chr1	100000000	100500000	2176
Chr1	100500000	101000000	2264
Chr1	101000000	101500000	2168
Chr1	101500000	102000000	2238
Chr1	102000000	102500000	1984
Chr1	102500000	103000000	2214
Chr1	103000000	103500000	2238
Chr1	103500000	104000000	1839
Chr1	104000000	104500000	2177
Chr1	104500000	105000000	1970
Chr1	105000000	105500000	2114
Chr1	105500000	106000000	2228
Chr1	106000000	106500000	2037
Chr1	106500000	107000000	2091
Chr1	107000000	107500000	1966
Chr1	107500000	108000000	2046
Chr1	108000000	108500000	2049
Chr1	108500000	109000000	1882
Chr1	109000000	109500000	1793
Chr1	109500000	110000000	2041
Chr1	110000000	110500000	2065
Chr1	110500000	111000000	1747
Chr1	111000000	111500000	1884
Chr1	111500000	112000000	2056
Chr1	112000000	112500000	1889
Chr1	112500000	113000000	1991
Chr1	113000000	113500000	2249
Chr1	113500000	114000000	2326
Chr1	114000000	114500000	2054
Chr1	114500000	115000000	2239
Chr1	115000000	115500000	2417
Chr1	115500000	116000000	2303
Chr1	116000000	116500000	2354
Chr1	116500000	117000000	2482
Chr1	117000000	117500000	2247
Chr1	117500000	118000000	2246
Chr1	118000000	118500000	2351
Chr1	118500000	119000000	2723
Chr1	119000000	119500000	2267
Chr1	119500000	120000000	2457
Chr1	120000000	120500000	2352
Chr1	120500000	121000000	2296
Chr1	121000000	121500000	2379
Chr1	121500000	122000000	2439
Chr1	122000000	122500000	2490
Chr1	122500000	123000000	2444
Chr1	123000000	123500000	2434
Chr1	123500000	124000000	2445
Chr1	124000000	124500000	2469
Chr1	124500000	125000000	2355
Chr1	125000000	125500000	2644
Chr1	125500000	126000000	2537
Chr1	126000000	126500000	2301
Chr1	126500000	127000000	2332
Chr1	127000000	127500000	2447
Chr1	127500000	128000000	2288
Chr1	128000000	128500000	2331
Chr1	128500000	129000000	2249
